id_pod,gasday,fogyasztas_kwh,source,nomvol_kwh
12990101,2026-08-17,76.1805,tavmert,79
13000101,2026-08-17,6.155744,tavmert,4
13010101,2026-08-17,0.0,tavmert,0
13020101,2026-08-17,0.0,tavmert,0
13030101,2026-08-17,0.0,tavmert,0
13040101,2026-08-17,8.401624,tavmert,8
13050101,2026-08-17,0.0,tavmert,0
13060101,2026-08-17,6.460708800000001,tavmert,6
13070101,2026-08-17,0.0,tavmert,0
13070102,2026-08-17,0.0,tavmert,0
13080101,2026-08-17,0.0,tavmert,0
13100101,2026-08-17,0.0,tavmert,0
13100201,2026-08-17,0.0,tavmert,0
13110101,2026-08-17,1323.77946742,tavmert,1063
13110301,2026-08-17,0.0,tavmert,0
13120101,2026-08-17,0.0,tavmert,0
13130101,2026-08-17,0.0,tavmert,0
13140101,2026-08-17,0.0,tavmert,0
13150101,2026-08-17,0.0,tavmert,0
13160101,2026-08-17,10.9783,tavmert,0
13170101,2026-08-17,0.0,tavmert,0
13180101,2026-08-17,0.0,tavmert,2
13190101,2026-08-17,0.0,tavmert,0
13210102,2026-08-17,0.0,tavmert,0
13240101,2026-08-17,0.9315771500000001,tavmert,3
13250401,2026-08-17,0.0,tavmert,0
13260301,2026-08-17,0.0,tavmert,0
13270101,2026-08-17,0.0,tavmert,0
13280101,2026-08-17,609.839269,tavmert,0
13290101,2026-08-17,0.0,tavmert,0
13300101,2026-08-17,0.0,tavmert,0
13310101,2026-08-17,0.0,tavmert,0
13320101,2026-08-17,0.0,tavmert,0
13330201,2026-08-17,0.0,tavmert,0
13340101,2026-08-17,361.96764035999996,tavmert,357
13340201,2026-08-17,34.67772428,tavmert,34
13360101,2026-08-17,0.0,tavmert,0
13370101,2026-08-17,0.0,tavmert,0
13380101,2026-08-17,3.5941439600000002,tavmert,4
13380201,2026-08-17,0.0,tavmert,0
13380202,2026-08-17,0.0,tavmert,0
13400101,2026-08-17,0.0,profilos_nominalt,0
13410101,2026-08-17,0.0,tavmert,0
13420101,2026-08-17,1.10732741,tavmert,1
13420102,2026-08-17,0.0,tavmert,0
13430101,2026-08-17,6.916644,tavmert,21
13440201,2026-08-17,0.0,tavmert,0
13450201,2026-08-17,3.2227569999999996,tavmert,3
13450401,2026-08-17,0.0,tavmert,0
13460101,2026-08-17,0.0,tavmert,0
13470101,2026-08-17,12.76784256,tavmert,12
13480101,2026-08-17,0.0,tavmert,0
13490101,2026-08-17,561.5187266500001,tavmert,450
13500201,2026-08-17,0.0,tavmert,0
13510101,2026-08-17,0.0,tavmert,0
13520101,2026-08-17,0.0,tavmert,0
13520201,2026-08-17,37.16684706,tavmert,29
13540101,2026-08-17,0.0,tavmert,0
13550101,2026-08-17,0.0,tavmert,0
13560101,2026-08-17,0.0,tavmert,0
13570201,2026-08-17,0.0,tavmert,0
13570301,2026-08-17,10.4490438,tavmert,5
13580101,2026-08-17,1.23072348,tavmert,2
13590101,2026-08-17,0.0,tavmert,0
13600101,2026-08-17,0.0,tavmert,0
13610101,2026-08-17,0.0,tavmert,0
13620101,2026-08-17,1689.6,tavmert,1800
13620401,2026-08-17,0.0,profilos_nominalt,0
13670101,2026-08-17,23.16279,tavmert,28
13690101,2026-08-17,267.13719,tavmert,272
13830101,2026-08-17,0.0,tavmert,0
13870801,2026-08-17,0.0,tavmert,0
13870901,2026-08-17,0.0,tavmert,0
13880501,2026-08-17,0.0,tavmert,0
13900801,2026-08-17,52.10328837999999,tavmert,50
13901401,2026-08-17,48.45786622,tavmert,41
13901501,2026-08-17,0.0,tavmert,0
13901601,2026-08-17,79.95148692,tavmert,106
13901701,2026-08-17,9434.685704219999,tavmert,9360
13920901,2026-08-17,793.2161450599999,tavmert,991
13921001,2026-08-17,257.8181687,tavmert,262
13970101,2026-08-17,0.0,tavmert,0
14000101,2026-08-17,0.0,tavmert,0
14040101,2026-08-17,988.42732674,tavmert,917
14140101,2026-08-17,0.0,tavmert,0
14210101,2026-08-17,0.0,tavmert,0
14520101,2026-08-17,0.0,tavmert,0
14550101,2026-08-17,65.0,profilos_nominalt,65
14560101,2026-08-17,0.0,tavmert,0
14570101,2026-08-17,0.0,tavmert,0
14900101,2026-08-17,7.0,profilos_nominalt,7
14900201,2026-08-17,32.0,profilos_nominalt,32
14900301,2026-08-17,2.1059200000000002,tavmert,4
15210101,2026-08-17,0.0,tavmert,0
15220101,2026-08-17,0.0,profilos_nominalt,0
15230101,2026-08-17,0.0,tavmert,0
15240101,2026-08-17,24.229392,tavmert,50
15430102,2026-08-17,0.0,tavmert,0
15880101,2026-08-17,0.0,tavmert,0
15930101,2026-08-17,157.2934,tavmert,56
15970101,2026-08-17,0.0,tavmert,0
15970201,2026-08-17,13.35033726,tavmert,8
16020101,2026-08-17,0.0,tavmert,0
16020201,2026-08-17,0.0,tavmert,0
16030101,2026-08-17,0.0,profilos_nominalt,0
16050101,2026-08-17,2572.6884400000004,tavmert,2513
16070101,2026-08-17,80.88863633999999,tavmert,89
16080101,2026-08-17,0.0,tavmert,0
16090101,2026-08-17,0.0,tavmert,0
16100101,2026-08-17,0.0,tavmert,0
16120101,2026-08-17,213.0,profilos_nominalt,213
16130101,2026-08-17,6000.0,profilos_nominalt,6000
16160101,2026-08-17,649.0,profilos_nominalt,649
16170101,2026-08-17,1838.881,tavmert,1824
16190101,2026-08-17,151.31562,tavmert,132
16290101,2026-08-17,0.0,tavmert,0
16420101,2026-08-17,561.3494768,tavmert,633
16430101,2026-08-17,0.0,tavmert,130
16440501,2026-08-17,534.0,profilos_nominalt,534
16450101,2026-08-17,0.0,tavmert,0
16480101,2026-08-17,0.0,tavmert,0
16490101,2026-08-17,14.0,profilos_nominalt,14
16520101,2026-08-17,1.0622808000000001,tavmert,1
16530101,2026-08-17,0.0,profilos_nominalt,0
16530301,2026-08-17,6.103247420000001,tavmert,12
16560101,2026-08-17,940.9104,tavmert,955
16640101,2026-08-17,449.39966083999997,tavmert,376
16650101,2026-08-17,0.0,tavmert,0
16680101,2026-08-17,14.8545741,tavmert,19
16710101,2026-08-17,0.0,tavmert,0
16760101,2026-08-17,0.0,profilos_nominalt,0
16810101,2026-08-17,0.0,tavmert,0
16810201,2026-08-17,191.83238000000003,tavmert,189
16990101,2026-08-17,0.0,tavmert,0
17000101,2026-08-17,530.0696254200001,tavmert,535
17160101,2026-08-17,0.0,tavmert,0
17380101,2026-08-17,0.0,profilos_nominalt,0
17380201,2026-08-17,360.0,profilos_nominalt,360
17520101,2026-08-17,81.0,profilos_nominalt,81
17620201,2026-08-17,0.0,profilos_nominalt,0
17660101,2026-08-17,0.0,tavmert,0
17710101,2026-08-17,2190.95289295,tavmert,2137
17720101,2026-08-17,384.72300024000003,tavmert,355
17750301,2026-08-17,262.98604000000006,tavmert,259
18080101,2026-08-17,41.0,profilos_nominalt,41
18200101,2026-08-17,196.0,profilos_nominalt,196
18290101,2026-08-17,17078.241149999998,tavmert,45000
18350101,2026-08-17,0.0,tavmert,0
18560501,2026-08-17,2.05389804,tavmert,2
18560601,2026-08-17,91.7379588,tavmert,29
18570201,2026-08-17,31.858687260000004,tavmert,29
18570301,2026-08-17,0.0,tavmert,0
18580101,2026-08-17,0.0,tavmert,0
18590103,2026-08-17,131.03277228,tavmert,138
18632301,2026-08-17,0.0,tavmert,0
18640101,2026-08-17,703.8016,tavmert,657
18640201,2026-08-17,947.9327800000001,tavmert,967
18680101,2026-08-17,2.73273164,tavmert,1
18690101,2026-08-17,0.0,profilos_nominalt,0
18730101,2026-08-17,0.0,tavmert,0
18800101,2026-08-17,0.0,tavmert,0
18840101,2026-08-17,20641.814508,tavmert,23700
18890101,2026-08-17,3206.72075,tavmert,3225
18890201,2026-08-17,159.61156634,tavmert,202
18900101,2026-08-17,3531.4244958400004,tavmert,3362
18920101,2026-08-17,4.3159984,tavmert,4
19020101,2026-08-17,3.2596662000000007,tavmert,3
19030101,2026-08-17,418.182948,tavmert,342
19030201,2026-08-17,215.50065120000002,tavmert,222
19050101,2026-08-17,164.0,profilos_nominalt,164
19070101,2026-08-17,0.0,tavmert,1300
19150101,2026-08-17,265.9329792,tavmert,253
19170101,2026-08-17,0.0,profilos_nominalt,0
19170201,2026-08-17,0.0,profilos_nominalt,0
19170301,2026-08-17,0.0,tavmert,0
19170401,2026-08-17,0.32054370000000004,tavmert,0
19170501,2026-08-17,0.0,tavmert,0
19170601,2026-08-17,0.0,tavmert,3
19170701,2026-08-17,0.0,tavmert,0
19170801,2026-08-17,0.0,profilos_nominalt,0
19180101,2026-08-17,1119.9409038,tavmert,0
19220101,2026-08-17,0.0,tavmert,0
19240101,2026-08-17,0.0,tavmert,0
19430101,2026-08-17,20801.775349999996,tavmert,26500
19430201,2026-08-17,8182.819268000001,tavmert,10000
19430301,2026-08-17,16643.1189816,tavmert,16000
19520101,2026-08-17,0.0,tavmert,0
19530101,2026-08-17,0.0,tavmert,0
19530201,2026-08-17,0.0,tavmert,0
19530301,2026-08-17,0.0,tavmert,0
19530401,2026-08-17,0.0,tavmert,0
19810101,2026-08-17,505.05585479999996,tavmert,531
19810401,2026-08-17,3.0364270199999996,tavmert,11
19810501,2026-08-17,61.49637252,tavmert,47
19810701,2026-08-17,196.61687417000002,tavmert,227
19810901,2026-08-17,158.96736,tavmert,156
19811201,2026-08-17,703.4199715000001,tavmert,655
19890101,2026-08-17,1619.66805,tavmert,2100
19900101,2026-08-17,608.18663618,tavmert,635
19930101,2026-08-17,1144.1770199999999,tavmert,1125
19940101,2026-08-17,1458.6619200000002,tavmert,1566
19950101,2026-08-17,1287.04358025,tavmert,1311
20000101,2026-08-17,13.0,profilos_nominalt,13
20010101,2026-08-17,2914.1946000000003,tavmert,2575
20020101,2026-08-17,913.9046999999999,tavmert,926
20030101,2026-08-17,74.77892,tavmert,85
20040101,2026-08-17,1412.63106945,tavmert,1683
20050101,2026-08-17,3023.49557068,tavmert,3043
20060101,2026-08-17,1459.18479278,tavmert,1151
20080101,2026-08-17,1193.1236352,tavmert,1149
20090201,2026-08-17,2403.0,profilos_nominalt,2403
20100101,2026-08-17,1485.9289700000002,tavmert,1549
20120201,2026-08-17,555.2870399999999,tavmert,598
20140101,2026-08-17,1683.5085000000001,tavmert,1636
20150101,2026-08-17,1387.27654,tavmert,1550
20180101,2026-08-17,51.40840636000001,tavmert,53
20190101,2026-08-17,356.0,profilos_nominalt,356
20200101,2026-08-17,0.0,tavmert,0
20210101,2026-08-17,1635.9472799999999,tavmert,1540
20230101,2026-08-17,1209.0,profilos_nominalt,1209
20250101,2026-08-17,1605.5721297000002,tavmert,1273
20270101,2026-08-17,1922.4560999999999,tavmert,2000
20270201,2026-08-17,3400.00076,tavmert,3562
20290101,2026-08-17,1134.3835422000002,tavmert,1169
20310101,2026-08-17,1551.7201599900002,tavmert,1437
20320101,2026-08-17,470.6673200000001,tavmert,398
20330101,2026-08-17,1111.0,profilos_nominalt,1111
20340101,2026-08-17,819.85592,tavmert,833
20350101,2026-08-17,1587.4954441500001,tavmert,1575
20360101,2026-08-17,1521.0,profilos_nominalt,1521
20380101,2026-08-17,728.76434872,tavmert,756
20400101,2026-08-17,756.1989000000001,tavmert,729
20420101,2026-08-17,800.55649008,tavmert,826
20430101,2026-08-17,1738.54959984,tavmert,1762
20440101,2026-08-17,3914.24272,tavmert,4056
20470101,2026-08-17,3533.4995082,tavmert,3686
20710101,2026-08-17,69.28047000000001,tavmert,72
21070501,2026-08-17,3741.8893000000003,tavmert,3870
21300201,2026-08-17,112.054839,tavmert,68
21310101,2026-08-17,0.0,tavmert,0
21410201,2026-08-17,0.0,tavmert,780
22020101,2026-08-17,191.0,profilos_nominalt,191
22120201,2026-08-17,256.45975999999996,tavmert,135
22130101,2026-08-17,0.0,profilos_nominalt,0
22140201,2026-08-17,0.0,tavmert,0
22160501,2026-08-17,178.14974328,tavmert,180
22160601,2026-08-17,140.90368,tavmert,163
22160701,2026-08-17,0.0,tavmert,0
22170105,2026-08-17,102.56692998000001,tavmert,95
22200401,2026-08-17,39.707640000000005,tavmert,57
22210301,2026-08-17,0.0,tavmert,0
22290201,2026-08-17,0.0,tavmert,0
22350301,2026-08-17,0.0,tavmert,0
22350401,2026-08-17,114.01694064,tavmert,109
22370201,2026-08-17,0.0,tavmert,190
22401201,2026-08-17,56.0,profilos_nominalt,56
22405302,2026-08-17,0.0,tavmert,8
22411902,2026-08-17,1854.0062389999998,tavmert,1941
22413902,2026-08-17,0.0,tavmert,0
22419701,2026-08-17,148.32149868,tavmert,222
22419801,2026-08-17,73.68392,tavmert,269
22419901,2026-08-17,173.65697351999998,tavmert,211
22420001,2026-08-17,460.95866,tavmert,550
22430202,2026-08-17,97.38284555999999,tavmert,101
22430601,2026-08-17,0.0,profilos_nominalt,0
22490201,2026-08-17,322.78556,tavmert,288
22510201,2026-08-17,151.24663,tavmert,88
22530201,2026-08-17,0.0,tavmert,9
22530301,2026-08-17,0.0,tavmert,0
22580201,2026-08-17,0.0,tavmert,0
22580301,2026-08-17,0.11109999999999999,tavmert,0
22590301,2026-08-17,153.90311517,tavmert,149
22590601,2026-08-17,0.0,tavmert,0
22600401,2026-08-17,0.0,tavmert,30
22633201,2026-08-17,283.43773000000004,tavmert,296
22634601,2026-08-17,123.59647999999999,tavmert,130
22634701,2026-08-17,195.832332,tavmert,202
22634801,2026-08-17,286.85746844,tavmert,166
22634901,2026-08-17,0.0,tavmert,14
22635001,2026-08-17,455.17743798,tavmert,412
22635101,2026-08-17,408.31656426,tavmert,500
22635201,2026-08-17,204.4273698,tavmert,214
22635301,2026-08-17,517.97256786,tavmert,437
22635401,2026-08-17,756.24685,tavmert,707
22635501,2026-08-17,727.8216,tavmert,684
22635601,2026-08-17,44.69778999999999,tavmert,43
22635701,2026-08-17,298.578051,tavmert,468
22640201,2026-08-17,218.0,profilos_nominalt,218
22750201,2026-08-17,127.61348682,tavmert,49
22910401,2026-08-17,281.4537,tavmert,267
22972201,2026-08-17,2.20798,tavmert,3
23240101,2026-08-17,0.0,tavmert,0
23250101,2026-08-17,0.0,tavmert,0
23250102,2026-08-17,0.0,tavmert,0
23250103,2026-08-17,0.0,tavmert,0
23250104,2026-08-17,0.0,tavmert,0
23260101,2026-08-17,42.0356,tavmert,37
23610101,2026-08-17,2634.83915475,tavmert,3189
23630201,2026-08-17,0.0,tavmert,0
23660101,2026-08-17,1454.1873440000002,tavmert,1207
23670101,2026-08-17,0.0,tavmert,0
23670102,2026-08-17,108.57745402,tavmert,112
23670103,2026-08-17,139.9188315,tavmert,142
23680101,2026-08-17,0.0,tavmert,0
23680201,2026-08-17,0.0,tavmert,0
23690101,2026-08-17,107.05677681999998,tavmert,95
23710101,2026-08-17,0.0,tavmert,0
23720101,2026-08-17,0.0,tavmert,0
23720201,2026-08-17,0.0,tavmert,0
23720301,2026-08-17,89.59102782,tavmert,41
23720401,2026-08-17,0.0,tavmert,0
23750101,2026-08-17,259.04405519999995,tavmert,238
23750201,2026-08-17,192.619112,tavmert,150
23760101,2026-08-17,712.90449076,tavmert,660
23760201,2026-08-17,0.0,tavmert,0
23770101,2026-08-17,0.0,tavmert,0
23780101,2026-08-17,80.59478966,tavmert,74
23780201,2026-08-17,0.0,tavmert,0
23780301,2026-08-17,0.0,tavmert,0
23780401,2026-08-17,0.0,tavmert,0
23790101,2026-08-17,0.0,tavmert,0
23790201,2026-08-17,5.2011568,tavmert,6
23800101,2026-08-17,0.0,tavmert,0
23800201,2026-08-17,17.27511338,tavmert,17
23810301,2026-08-17,28.06420792,tavmert,6
23814201,2026-08-17,10.07393548,tavmert,9
23840101,2026-08-17,0.0,tavmert,0
23850101,2026-08-17,0.0,tavmert,0
23860101,2026-08-17,0.0,tavmert,0
23870101,2026-08-17,0.0,tavmert,0
23880101,2026-08-17,0.0,tavmert,0
23890101,2026-08-17,274.0,profilos_nominalt,274
23910101,2026-08-17,1811.8097584,tavmert,1786
23930101,2026-08-17,0.0,tavmert,0
23940101,2026-08-17,29.64521178,tavmert,34
23940201,2026-08-17,0.0,tavmert,0
23940301,2026-08-17,0.0,tavmert,0
23990101,2026-08-17,0.0,profilos_nominalt,0
24020201,2026-08-17,0.0,tavmert,0
24030201,2026-08-17,685.443522,tavmert,44
24090201,2026-08-17,0.0,tavmert,0
24180101,2026-08-17,57.37275684,tavmert,70
24310101,2026-08-17,0.0,tavmert,0
24380101,2026-08-17,574.5383159400001,tavmert,569
24450301,2026-08-17,1087.2393028,tavmert,1100
24600101,2026-08-17,0.0,profilos_nominalt,0
24630101,2026-08-17,44369.989785599995,tavmert,45116
24630102,2026-08-17,291.65664,tavmert,287
24740101,2026-08-17,149.14980287999998,tavmert,147
24740201,2026-08-17,135.0633621,tavmert,131
24740301,2026-08-17,77.0,profilos_nominalt,77
24740401,2026-08-17,480.0,profilos_nominalt,480
24740501,2026-08-17,454.0,profilos_nominalt,454
24740601,2026-08-17,533.99236,tavmert,515
24740701,2026-08-17,546.25122,tavmert,510
24740801,2026-08-17,633.0,profilos_nominalt,633
24740901,2026-08-17,397.7241512,tavmert,189
24741001,2026-08-17,643.8699119999999,tavmert,427
24741101,2026-08-17,434.56248000000005,tavmert,419
24741201,2026-08-17,566.0,profilos_nominalt,566
24741301,2026-08-17,1077.9658259999999,tavmert,833
24741401,2026-08-17,409.52788999999996,tavmert,400
24741501,2026-08-17,586.0,profilos_nominalt,586
24741601,2026-08-17,1531.513063,tavmert,1448
24741701,2026-08-17,983.14531,tavmert,920
24741801,2026-08-17,164.63124444,tavmert,152
24741901,2026-08-17,151.81278409,tavmert,151
24742001,2026-08-17,517.0,profilos_nominalt,517
24742101,2026-08-17,1143.0,profilos_nominalt,1143
24742201,2026-08-17,983.9780810999999,tavmert,1015
24920201,2026-08-17,8.0,profilos_nominalt,8
25130101,2026-08-17,1870.0,profilos_nominalt,1870
25480201,2026-08-17,0.0,profilos_nominalt,0
25630101,2026-08-17,55.197,tavmert,54
26100101,2026-08-17,4.0,profilos_nominalt,4
26110101,2026-08-17,583.6328883,tavmert,614
26130101,2026-08-17,6.0,profilos_nominalt,6
26140101,2026-08-17,1233.31380874,tavmert,1316
26180101,2026-08-17,4456.41946783,tavmert,4071
26190101,2026-08-17,270.80559999999997,tavmert,328
26210101,2026-08-17,1119.04663,tavmert,903
26230101,2026-08-17,2068.48372,tavmert,1893
26240101,2026-08-17,27.72656592,tavmert,7
26260101,2026-08-17,88.67124000000001,tavmert,83
26290101,2026-08-17,1100.0,profilos_nominalt,1100
26290102,2026-08-17,1249.0,profilos_nominalt,1249
26310101,2026-08-17,379.78610000000003,tavmert,385
26320101,2026-08-17,649.84720566,tavmert,616
26340101,2026-08-17,1142.4611207,tavmert,1010
26370101,2026-08-17,2765.85811606,tavmert,2764
26390101,2026-08-17,1218.2747200000001,tavmert,1232
26400101,2026-08-17,268.18674,tavmert,258
26410101,2026-08-17,0.0,tavmert,42
26420101,2026-08-17,242.73260000000002,tavmert,235
26430101,2026-08-17,3079.132,tavmert,3083
26430301,2026-08-17,769.36884186,tavmert,842
26460101,2026-08-17,920.0521200000001,tavmert,913
26480101,2026-08-17,1169.8372,tavmert,1141
26490101,2026-08-17,1267.71102,tavmert,1264
26500101,2026-08-17,853.0,profilos_nominalt,853
26510101,2026-08-17,272.6898774,tavmert,200
26530101,2026-08-17,1536.0,profilos_nominalt,1536
26550101,2026-08-17,3164.0,profilos_nominalt,3164
26570101,2026-08-17,1522.0,profilos_nominalt,1522
26590101,2026-08-17,4369.45656057,tavmert,4010
26600101,2026-08-17,1423.0,profilos_nominalt,1423
26630101,2026-08-17,1550.92190533,tavmert,1727
26630201,2026-08-17,1365.19371653,tavmert,1556
26640101,2026-08-17,1601.9341366800002,tavmert,1557
26650101,2026-08-17,739.09489956,tavmert,776
26680101,2026-08-17,309.0,profilos_nominalt,309
26690101,2026-08-17,2108.6711221799997,tavmert,2048
26700101,2026-08-17,455.94786999999997,tavmert,513
26730101,2026-08-17,716.69500175,tavmert,686
26740101,2026-08-17,99.0,profilos_nominalt,99
26750101,2026-08-17,1239.16312,tavmert,1308
26770101,2026-08-17,1567.2805807500001,tavmert,1577
26780101,2026-08-17,1673.6423599999998,tavmert,1745
26810101,2026-08-17,0.0,tavmert,1
26810401,2026-08-17,1170.05908,tavmert,1222
26830101,2026-08-17,2212.3854100000003,tavmert,2228
26840101,2026-08-17,759.5690263,tavmert,695
26850101,2026-08-17,1623.3493575599998,tavmert,1547
26860101,2026-08-17,1399.9614384000001,tavmert,1347
26870101,2026-08-17,895.4565100000001,tavmert,881
26880101,2026-08-17,950.64568,tavmert,953
26910101,2026-08-17,831.0,profilos_nominalt,831
26950101,2026-08-17,1786.2722451500003,tavmert,1512
27030101,2026-08-17,1557.32747046,tavmert,1610
27080101,2026-08-17,0.0,tavmert,0
27110101,2026-08-17,1689.47381,tavmert,1709
27800101,2026-08-17,32.277671999999995,tavmert,133
27840101,2026-08-17,0.0,profilos_nominalt,0
27880101,2026-08-17,0.0,tavmert,6
28030101,2026-08-17,0.0,tavmert,17
28030201,2026-08-17,0.0,tavmert,0
28030301,2026-08-17,394.12443,tavmert,338
28030401,2026-08-17,276.50628804,tavmert,196
28040101,2026-08-17,103.72336,tavmert,89
28060101,2026-08-17,16.429069079999998,tavmert,36
28070101,2026-08-17,144.11834,tavmert,123
28080101,2026-08-17,0.0,tavmert,0
28090101,2026-08-17,209.14541261999997,tavmert,139
28100101,2026-08-17,198.14399999999998,tavmert,182
28110101,2026-08-17,399.92040000000003,tavmert,401
28110201,2026-08-17,48.7388,tavmert,46
28120101,2026-08-17,366.4214,tavmert,343
28130101,2026-08-17,145.0,profilos_nominalt,145
28140101,2026-08-17,0.0,tavmert,300
28150101,2026-08-17,131.49495222,tavmert,142
28150201,2026-08-17,203.32427213999998,tavmert,219
28150301,2026-08-17,234.41512728,tavmert,199
28160101,2026-08-17,0.0,tavmert,0
28160201,2026-08-17,5.2844,tavmert,6
28170101,2026-08-17,58.53080604,tavmert,107
28180101,2026-08-17,599.4262297800001,tavmert,598
28190101,2026-08-17,0.0,tavmert,0
28200101,2026-08-17,0.0,tavmert,27
28210101,2026-08-17,160.09204708,tavmert,190
28220101,2026-08-17,461.07598,tavmert,376
28230101,2026-08-17,47.47156999999999,tavmert,49
28240101,2026-08-17,123.64912,tavmert,129
28250101,2026-08-17,81.39285,tavmert,77
28260101,2026-08-17,0.0,tavmert,0
28270101,2026-08-17,0.0,tavmert,0
28280101,2026-08-17,138.56976,tavmert,154
28290101,2026-08-17,300.65178,tavmert,292
28300101,2026-08-17,1.74401538,tavmert,4
28310101,2026-08-17,77.79102,tavmert,85
28320101,2026-08-17,36.45574272,tavmert,56
28320201,2026-08-17,113.60767968000002,tavmert,115
28330101,2026-08-17,0.0,tavmert,0
28330201,2026-08-17,0.0,tavmert,0
28340101,2026-08-17,0.0,tavmert,0
28350101,2026-08-17,110.0,profilos_nominalt,110
28360101,2026-08-17,0.0,tavmert,0
28370101,2026-08-17,131.31293000000002,tavmert,124
28380101,2026-08-17,241.73927000000003,tavmert,247
28390101,2026-08-17,0.0,profilos_nominalt,0
28390201,2026-08-17,0.0,profilos_nominalt,0
28400101,2026-08-17,393.0192828,tavmert,381
28410101,2026-08-17,645.40630165,tavmert,536
28410201,2026-08-17,44.43153501,tavmert,51
28420101,2026-08-17,449.59137514,tavmert,367
28430101,2026-08-17,13.281005,tavmert,8
28440101,2026-08-17,167.80648,tavmert,141
28450101,2026-08-17,184.73175,tavmert,177
28460101,2026-08-17,0.0,tavmert,0
28470101,2026-08-17,239.62347,tavmert,221
28470201,2026-08-17,393.74253,tavmert,352
28480101,2026-08-17,0.0,profilos_nominalt,0
28490101,2026-08-17,242.0,profilos_nominalt,242
28500101,2026-08-17,207.1361,tavmert,185
28510101,2026-08-17,0.0,tavmert,0
28520101,2026-08-17,670.1340700000001,tavmert,636
28530101,2026-08-17,0.0,tavmert,0
28540101,2026-08-17,139.22615442,tavmert,130
28550101,2026-08-17,187.67829999999998,tavmert,172
28560101,2026-08-17,0.0,tavmert,0
28570101,2026-08-17,122.0,profilos_nominalt,122
28580101,2026-08-17,73.71593081,tavmert,48
28580201,2026-08-17,0.0,tavmert,0
28720101,2026-08-17,0.0,profilos_nominalt,0
28741001,2026-08-17,66.2406,tavmert,62
28750401,2026-08-17,65.13659,tavmert,60
28751201,2026-08-17,138.00125,tavmert,153
28770101,2026-08-17,0.0,tavmert,0
28800101,2026-08-17,0.0,tavmert,0
28860101,2026-08-17,0.0,tavmert,0
28890101,2026-08-17,69.91608534,tavmert,62
28900101,2026-08-17,73.28428000000001,tavmert,64
28910101,2026-08-17,364.53728874,tavmert,250
28920101,2026-08-17,174.6024858,tavmert,9
28930101,2026-08-17,88.28390840000002,tavmert,120
28930201,2026-08-17,0.0,tavmert,0
29010101,2026-08-17,613.94417952,tavmert,592
29020101,2026-08-17,678.1427711399999,tavmert,596
29030101,2026-08-17,370.1881524,tavmert,351
29050101,2026-08-17,0.0,tavmert,0
29060101,2026-08-17,58.61224278,tavmert,57
29070101,2026-08-17,33.01043544,tavmert,34
29080101,2026-08-17,51.923412799999994,tavmert,90
29120101,2026-08-17,0.0,tavmert,0
29180101,2026-08-17,0.0,tavmert,0
29250101,2026-08-17,0.0,tavmert,112
29250201,2026-08-17,0.0,tavmert,0
29290101,2026-08-17,312.48440519999997,tavmert,313
29300101,2026-08-17,1738.21221906,tavmert,1669
29310101,2026-08-17,0.0,tavmert,0
29320101,2026-08-17,0.0,tavmert,0
29320201,2026-08-17,0.0,tavmert,0
29330101,2026-08-17,0.0,tavmert,0
29380101,2026-08-17,84.7331532,tavmert,70
